personne,type_personne,cas,franchise_cle,film,annee,note_tmdb,nb_votes_tmdb,popularite_tmdb,tmdb_movie_id,decennie,annee_pic,annees_apres_pic,statut_carriere
Taylor Kitsch,Acteur,Flop,John Carter,Apprentis super‐héros,2016,5.7,35,2.5647,385722,2010s,2009,7,Déclin
Taylor Kitsch,Acteur,Flop,John Carter,American Assassin,2017,6.42,3235,2.5647,415842,2010s,2009,8,Déclin
Taylor Kitsch,Acteur,Flop,John Carter,The Dig,2017,6.8,12,2.5647,487287,2010s,2009,8,Déclin
Taylor Kitsch,Acteur,Flop,John Carter,Line of Fire,2017,7.5,1842,2.5647,395991,2010s,2009,8,Déclin
Taylor Kitsch,Acteur,Flop,John Carter,Manhattan Lockdown,2019,6.769,2142,2.5647,535292,2010s,2009,10,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Urban Cowboy,1980,6.476,269,5.774,17496,1980s,1994,-14,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Blow Out,1981,7.364,1659,5.774,11644,1980s,1994,-13,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Staying Alive,1983,5.773,490,5.774,10805,1980s,1994,-11,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Second Chance,1983,5.887,136,5.774,32644,1980s,1994,-11,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,That's Dancing!,1985,7.075,20,5.774,42047,1980s,1994,-9,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Perfect,1985,5.674,198,5.774,49370,1980s,1994,-9,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Les Experts,1989,4.635,49,5.774,55699,1980s,1994,-5,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,"Allô maman, ici bébé",1989,6.274,2442,5.774,9494,1980s,1994,-5,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,"Allô maman, c'est encore moi",1990,5.474,1475,5.774,9356,1990s,1994,-4,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Les yeux d'un ange,1991,6.9,47,5.774,50677,1990s,1994,-3,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Les Seigneurs de la ville,1991,5.474,27,5.774,38299,1990s,1994,-3,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Un Cri du cœur,1991,5.83,40,5.774,25674,1990s,1994,-3,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Boris and Natasha,1992,4.45,20,5.774,101897,1990s,1994,-2,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,"Allô maman, c'est Noël",1993,5.328,1087,5.774,11982,1990s,1994,-1,Avant pic
John Travolta,Acteur,Flop,Battlefield Earth,Pulp Fiction,1994,8.484,30063,5.774,680,1990s,1994,0,Pic
John Travolta,Acteur,Flop,Battlefield Earth,Get Shorty,1995,6.505,1204,5.774,8012,1990s,1994,1,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,White Man,1995,5.106,86,5.774,31611,1990s,1994,1,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Broken Arrow,1996,6.062,1653,5.774,9208,1990s,1994,2,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Phénomène,1996,6.477,1323,5.774,9294,1990s,1994,2,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Michael,1996,5.717,678,5.774,2928,1990s,1994,2,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Volte/Face,1997,7.055,5846,5.774,754,1990s,1994,3,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,She's So Lovely,1997,5.887,128,5.774,38295,1990s,1994,3,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Mad City,1997,6.251,364,5.774,9770,1990s,1994,3,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Primary Colors,1998,6.28,346,5.774,9440,1990s,1994,4,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Bee Gees - One Night Only,1998,8.137,84,5.774,25979,1990s,1994,4,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,La Ligne rouge,1998,7.442,3273,5.774,8741,1990s,1994,4,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Préjudice,1998,6.469,489,5.774,9422,1990s,1994,4,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,"Our Friend, Martin",1999,7.107,14,5.774,185759,1990s,1994,5,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,Le Déshonneur d'Elisabeth Campbell,1999,6.4,1021,5.774,2275,1990s,1994,5,Post-pic récent
John Travolta,Acteur,Flop,Battlefield Earth,"Battlefield Earth : Terre, champ de bataille",2000,3.342,928,5.774,5491,2000s,1994,6,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Le Bon Numéro,2000,5.148,196,5.774,10783,2000s,1994,6,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Welcome to Hollywood,2000,4.143,14,5.774,127088,2000s,1994,6,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Opération Espadon,2001,6.26,2924,5.774,9705,2000s,1994,7,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,L'Intrus,2001,5.773,464,5.774,11456,2000s,1994,7,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Austin Powers dans Goldmember,2002,6.018,3407,5.774,818,2000s,1994,8,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Basic,2003,6.497,1128,5.774,10782,2000s,1994,9,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,The Punisher,2004,6.361,3105,5.774,7220,2000s,1994,10,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Love Song,2004,6.798,430,5.774,9953,2000s,1994,10,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Piège de feu,2004,6.44,853,5.774,11128,2000s,1994,10,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Be Cool,2005,5.47,973,5.774,4551,2000s,1994,11,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Magnifique désolation : marchons sur la lune,2005,5.86,15,5.774,30172,2000s,1994,11,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Cœurs perdus,2006,6.049,374,5.774,1252,2000s,1994,12,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Bande de sauvages,2007,5.968,2437,5.774,11199,2000s,1994,13,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Brando,2007,6.8,12,5.774,140241,2000s,1994,13,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Hairspray,2007,6.663,2609,5.774,2976,2000s,1994,13,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,"Volt, star malgré lui",2008,6.537,6464,5.774,13053,2000s,1994,14,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,L'Attaque du métro 123,2009,6.357,3376,5.774,18487,2000s,1994,15,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Les 2 font la ''père'',2009,5.563,781,5.774,22949,2000s,1994,15,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,From Paris with Love,2010,6.379,2296,5.774,26389,2010s,1994,16,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,2Everything2Terrible2: Tokyo Drift,2010,6.1,17,5.774,41130,2010s,1994,16,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,I'm still here,2010,6.0,401,5.774,43939,2010s,1994,16,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Final Cut : Ladies And Gentlemen,2012,7.5,84,5.774,126314,2010s,1994,18,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Savages,2012,6.354,2274,5.774,82525,2010s,1994,18,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Casting By,2012,6.857,43,5.774,127878,2010s,1994,18,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Quentin Tarantino: 20 Years of Filmmaking,2013,6.7,21,5.774,199951,2010s,1994,19,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Face à Face,2013,5.536,1028,5.774,77663,2010s,1994,19,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,L’Affaire Monet,2014,5.828,398,5.774,255157,2010s,1994,20,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Criminal Activities,2015,5.9,322,5.774,334527,2010s,1994,21,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,The Revenge,2016,5.746,738,5.774,332411,2010s,1994,22,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,In a Valley of Violence,2016,6.111,633,5.774,291356,2010s,1994,22,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,"David Blaine, Au-delà de la magie",2016,7.1,44,5.774,426222,2010s,1994,22,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Life on the Line,2016,5.8,233,5.774,398289,2010s,1994,22,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Gotti,2018,5.315,639,5.774,339103,2010s,1994,24,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Studio 54,2018,6.482,83,5.774,493101,2010s,1994,24,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,La mort à toute vitesse,2018,5.4,145,5.774,466411,2010s,1994,24,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,La victoire dans le sang,2019,5.386,127,5.774,474214,2010s,1994,25,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,The Poison Rose,2019,4.728,370,5.774,529983,2010s,1994,25,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,The Fanatic,2019,4.4,331,5.774,509853,2010s,1994,25,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Paradise City,2022,5.486,179,5.774,829799,2020s,1994,28,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Die Hart,2023,5.9,507,5.774,1077280,2020s,1994,29,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Mob Land,2023,5.537,94,5.774,979275,2020s,1994,29,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Le Berger,2023,6.815,116,5.774,1116488,2020s,1994,29,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Hot Potato: The Story of The Wiggles,2023,7.9,14,5.774,1034265,2020s,1994,29,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Cash Out,2024,6.239,243,5.774,1116490,2020s,1994,30,Déclin
John Travolta,Acteur,Flop,Battlefield Earth,Cash Out 2: High Rollers,2025,6.525,119,5.774,1149167,2020s,1994,31,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,The Midnight Hour,1985,5.898,59,3.2586,35564,1980s,1990,-5,Avant pic
Macaulay Culkin,Acteur,Disparu,Home Alone,Rocket Gibraltar,1988,6.014,36,3.2586,58434,1980s,1990,-2,Avant pic
Macaulay Culkin,Acteur,Disparu,Home Alone,"À demain, mon amour",1989,6.0,19,3.2586,120518,1980s,1990,-1,Avant pic
Macaulay Culkin,Acteur,Disparu,Home Alone,L'oncle Buck,1989,6.801,1336,3.2586,2616,1980s,1990,-1,Avant pic
Macaulay Culkin,Acteur,Disparu,Home Alone,L'Échelle de Jacob,1990,7.368,1872,3.2586,2291,1990s,1990,0,Pic
Macaulay Culkin,Acteur,Disparu,Home Alone,"Maman, j'ai raté l'avion !",1990,7.464,12445,3.2586,771,1990s,1990,0,Pic
Macaulay Culkin,Acteur,Disparu,Home Alone,WWE WrestleMania VII,1991,7.375,24,3.2586,58599,1990s,1990,1,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Ta mère ou moi,1991,6.117,188,3.2586,2611,1990s,1990,1,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,My Girl,1991,7.412,2274,3.2586,4032,1990s,1990,1,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Michael Jackson : Live in Bucharest - The Dangerous Tour,1992,8.648,128,3.2586,20227,1990s,1990,2,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,"Maman, j'ai encore raté l'avion !",1992,6.785,10563,3.2586,772,1990s,1990,2,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Le Bon Fils,1993,6.784,1033,3.2586,9272,1990s,1990,3,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Michael Jackson : Dangerous - The Short Films,1993,8.244,41,3.2586,267246,1990s,1990,3,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,The nutcracker,1993,5.759,56,3.2586,73191,1990s,1990,3,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,"Rends la monnaie, papa",1994,5.3,216,3.2586,41579,1990s,1990,4,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Richard au pays des livres magiques,1994,6.413,778,3.2586,15139,1990s,1990,4,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Richie Rich,1994,5.938,2405,3.2586,11011,1990s,1990,4,Post-pic récent
Macaulay Culkin,Acteur,Disparu,Home Alone,Michael Jackson's Private Home Movies,2003,8.929,14,3.2586,622146,2000s,1990,13,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Party Monster,2003,5.774,195,3.2586,1415,2000s,1990,13,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Saturday Night Live: The Best of Chris Farley,2003,7.594,32,3.2586,286500,2000s,1990,13,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Saved!,2004,6.424,509,3.2586,13193,2000s,1990,14,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Sex and Breakfast,2007,5.3,59,3.2586,15053,2000s,1990,17,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,An Open Secret,2014,6.9,68,3.2586,294368,2010s,1990,24,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Zoolander 2,2016,4.927,2371,3.2586,329833,2010s,1990,26,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Leaving Neverland,2019,5.975,120,3.2586,594404,2010s,1990,29,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Changeland,2019,5.636,81,3.2586,575381,2010s,1990,29,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Entergalactic,2022,7.694,480,3.2586,1027014,2020s,1990,32,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,La famille Paloni présente Halloween,2022,6.265,34,3.2586,1019105,2020s,1990,32,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,John Candy: I Like Me,2025,7.854,89,3.2586,1492608,2020s,1990,35,Déclin
Macaulay Culkin,Acteur,Disparu,Home Alone,Zootopie 2,2025,7.6,2623,3.2586,1084242,2020s,1990,35,Déclin
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Praying with Anger,1993,4.942,26,2.632,114284,1990s,2017,-24,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Wide Awake,1998,5.526,95,2.632,32911,1990s,2017,-19,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Sixième Sens,1999,7.951,12785,2.632,745,1990s,2017,-18,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Stuart Little,1999,6.069,4624,2.632,10137,1990s,2017,-18,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Incassable,2000,7.143,9878,2.632,9741,2000s,2017,-17,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Signes,2002,6.698,6217,2.632,2675,2000s,2017,-15,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Le Village,2004,6.482,4553,2.632,6947,2000s,2017,-13,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,La Jeune Fille de l'eau,2006,5.6,1477,2.632,9697,2000s,2017,-11,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Phénomènes,2008,5.397,3920,2.632,8645,2000s,2017,-9,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Le Dernier Maître de l'air,2010,4.648,4243,2.632,10196,2010s,2017,-7,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Devil,2010,6.104,3091,2.632,44040,2010s,2017,-7,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,After Earth,2013,5.177,6843,2.632,82700,2010s,2017,-4,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,The Visit,2015,6.325,5139,2.632,298312,2010s,2017,-2,Avant pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Split,2017,7.341,18262,2.632,381288,2010s,2017,0,Pic
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Glass,2019,6.665,9042,2.632,450465,2010s,2017,2,Post-pic récent
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Old,2021,6.3,4843,2.632,631843,2020s,2017,4,Post-pic récent
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Knock at the Cabin,2023,6.2,3061,2.632,631842,2020s,2017,6,Déclin
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Les Guetteurs,2024,6.353,1561,2.632,1086747,2020s,2017,7,Déclin
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Trap,2024,6.24,2783,2.632,1032823,2020s,2017,7,Déclin
M. Night Shyamalan,Realisateur,Declin,The Sixth Sense,Caddo Lake,2024,7.212,457,2.632,863873,2020s,2017,7,Déclin
Michael Cimino,Realisateur,Flop,Heaven's Gate,La Porte du paradis,1980,6.759,405,0.7943,10935,1980s,1986,-6,Avant pic
Michael Cimino,Realisateur,Flop,Heaven's Gate,L'Année du dragon,1985,6.804,481,0.7943,11018,1980s,1986,-1,Avant pic
Michael Cimino,Realisateur,Flop,Heaven's Gate,Platoon,1986,7.744,5067,0.7943,792,1980s,1986,0,Pic
Michael Cimino,Realisateur,Flop,Heaven's Gate,Le Sicilien,1987,5.19,145,0.7943,31945,1980s,1986,1,Post-pic récent
Michael Cimino,Realisateur,Flop,Heaven's Gate,La Maison des otages,1990,5.42,218,0.7943,31676,1990s,1986,4,Post-pic récent
Michael Cimino,Realisateur,Flop,Heaven's Gate,Sunchaser,1996,6.311,111,0.7943,38191,1990s,1986,10,Déclin
Michael Cimino,Realisateur,Flop,Heaven's Gate,Chacun son cinéma,2007,6.5,153,0.7943,36108,2000s,1986,21,Déclin
Kevin Smith,Realisateur,Declin,Clerks,Mae Day: The Crumbling of a Documentary,1992,4.875,16,2.6479,160020,1990s,2015,-23,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,"Clerks, les employés modèles",1994,7.38,2741,2.6479,2292,1990s,2015,-21,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Les Glandeurs,1995,6.76,1369,2.6479,2293,1990s,2015,-20,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Drawing Flies,1996,4.591,22,2.6479,24063,1990s,2015,-19,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Méprise multiple,1997,6.761,1529,2.6479,2255,1990s,2015,-18,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,A Better Place,1997,7.036,14,2.6479,107499,1990s,2015,-18,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Will Hunting,1997,8.16,13742,2.6479,489,1990s,2015,-18,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Dogma,1999,6.929,2822,2.6479,1832,1990s,2015,-16,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Jay & Bob contre-attaquent,2001,6.435,1726,2.6479,2294,2000s,2015,-14,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,The Concert for New York City,2001,5.125,16,2.6479,75009,2000s,2015,-14,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,The Flying Car,2002,6.747,75,2.6479,87233,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Vulgar,2002,5.36,50,2.6479,19085,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,"Stan Lee's Mutants, Monsters & Marvels",2002,6.885,26,2.6479,68919,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Judge Not: In Defense of Dogma,2002,6.067,15,2.6479,41369,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Now You Know,2002,5.071,21,2.6479,31821,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,An Evening with Kevin Smith,2002,7.387,93,2.6479,14348,2000s,2015,-13,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Père et fille,2004,6.191,1141,2.6479,9541,2000s,2015,-11,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Snowball Effect: The Story of Clerks,2004,8.05,20,2.6479,43208,2000s,2015,-11,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Jay and Silent Bob Do Degrassi,2005,5.031,16,2.6479,72115,2000s,2015,-10,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Clerks II,2006,6.896,1483,2.6479,2295,2000s,2015,-9,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,An Evening with Kevin Smith 2: Evening Harder,2006,7.1,54,2.6479,16768,2000s,2015,-9,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Back to the Well: 'Clerks II',2006,6.9,24,2.6479,333106,2000s,2015,-9,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Small Town Gay Bar,2007,6.115,26,2.6479,48288,2000s,2015,-8,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Die Hard 4 : Retour en enfer,2007,6.642,6306,2.6479,1571,2000s,2015,-8,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Zack et Miri font un Porno,2008,6.344,2646,2.6479,10358,2000s,2015,-7,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Sold Out: A Threevening with Kevin Smith,2008,7.0,50,2.6479,17041,2000s,2015,-7,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Popcorn Porn: Watching 'Zack and Miri Make a Porno',2009,7.2,20,2.6479,66830,2000s,2015,-6,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Top Cops,2010,5.544,1623,2.6479,23742,2010s,2015,-5,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Bear Nation,2010,5.2,13,2.6479,110561,2010s,2015,-5,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Kevin Smith: Too Fat For 40,2010,6.4,35,2.6479,48132,2010s,2015,-5,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Red State,2011,6.052,1033,2.6479,48572,2010s,2015,-4,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Kevin Smith: Burn in Hell,2012,7.1,34,2.6479,95511,2010s,2015,-3,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Jay and Silent Bob Get Old: Teabagging in the UK,2012,5.5,26,2.6479,128951,2010s,2015,-3,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Jay and Silent Bob Go Down Under,2012,5.2,15,2.6479,147276,2010s,2015,-3,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Jay and Silent Bob's Super Groovy Cartoon Movie,2013,5.006,85,2.6479,179267,2010s,2015,-2,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,The Dirties,2013,6.3,145,2.6479,159770,2010s,2015,-2,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Tusk,2014,5.516,1593,2.6479,246403,2010s,2015,-1,Avant pic
Kevin Smith,Realisateur,Declin,Clerks,Star Wars : Le Réveil de la Force,2015,7.25,20456,2.6479,140607,2010s,2015,0,Pic
Kevin Smith,Realisateur,Declin,Clerks,Holidays,2016,4.948,519,2.6479,323262,2010s,2015,1,Post-pic récent
Kevin Smith,Realisateur,Declin,Clerks,Yoga Hosers,2016,4.646,474,2.6479,290825,2010s,2015,1,Post-pic récent
Kevin Smith,Realisateur,Declin,Clerks,Kevin Smith: Silent but Deadly,2018,6.9,33,2.6479,517792,2010s,2015,3,Post-pic récent
Kevin Smith,Realisateur,Declin,Clerks,Madness in the Method,2019,5.2,46,2.6479,432152,2010s,2015,4,Post-pic récent
Kevin Smith,Realisateur,Declin,Clerks,Jay et Bob contre-attaquent… encore,2019,5.675,598,2.6479,440762,2010s,2015,4,Post-pic récent
Kevin Smith,Realisateur,Declin,Clerks,Clerk,2021,6.2,24,2.6479,681947,2020s,2015,6,Déclin
Kevin Smith,Realisateur,Declin,Clerks,Clerks III,2022,6.042,310,2.6479,635891,2020s,2015,7,Déclin
Kevin Smith,Realisateur,Declin,Clerks,The 4:30 Movie,2024,5.7,71,2.6479,1146556,2020s,2015,9,Déclin
Kevin Smith,Realisateur,Declin,Clerks,Paradise Records,2025,4.1,10,2.6479,1323010,2020s,2015,10,Déclin
